score,scoreAlt,standard,stdText,charge240,cylinders,displ,drive,engId,eng_dscr,feScore,fuelType,hlv,hpv,lv2,lv4,make,model,pv2,pv4,trany,VClass,year,trans_dscr,atvType,startStop,Barrels,City,Co2,comb,Highway,Charger,ghgScoreavg
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,All-Wheel Drive,87,SIDI,5,Regular,0,0,0,16,Ford,Fusion AWD,0,103,Automatic (S6),Midsize Cars,2020,,,N,12.935217391304349,20,383,23,29,T,5.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,1.5,Front-Wheel Drive,86,SIDI,6,Regular,0,0,0,16,Ford,Fusion FWD,0,103,Automatic (S6),Midsize Cars,2020,,,Y,11.018888888888888,23,326,27,34,T,6.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,1.6,Front-Wheel Drive,102,,7,Regular,0,0,0,15,Nissan,Versa,0,90,Manual 5-spd,Compact Cars,2020,,,N,9.917,27,295,30,35,0,7.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,1.6,Front-Wheel Drive,101,,8,Regular,0,0,0,15,Nissan,Versa,0,90,Automatic (variable gear ratios),Compact Cars,2020,,,N,8.500285714285715,32,252,35,40,0,8.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,4-Wheel Drive,144,SIDI,4,Premium,0,0,9,0,Mercedes-Benz,E450 4matic Convertible,87,0,Automatic 9-spd,Subcompact Cars,2020,,,Y,13.52318181818182,19,407,22,26,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,Rear-Wheel Drive,143,SIDI,5,Premium,0,0,9,0,Mercedes-Benz,E450 Convertible,87,0,Automatic 9-spd,Subcompact Cars,2020,,,Y,12.935217391304349,20,392,23,27,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,4-Wheel Drive,135,SIDI,4,Premium,0,0,10,0,Mercedes-Benz,E450 4matic Coupe,89,0,Automatic 9-spd,Subcompact Cars,2020,,,Y,13.52318181818182,19,408,22,26,T,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.0,Rear-Wheel Drive,134,SIDI,5,Premium,0,0,10,0,Mercedes-Benz,E450 Coupe,89,0,Automatic 9-spd,Subcompact Cars,2020,,,Y,12.935217391304349,20,387,23,28,T,5.0
1.0,-1.0,L3LEV160,California LEV-III LEV160,0.0,8.0,6.2,Rear-Wheel Drive,55,SIDI,3,Premium,0,0,9,0,Chevrolet,Camaro,78,0,Manual 6-spd,Subcompact Cars,2020,,,N,15.65842105263158,16,476,19,24,0,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.0,Rear-Wheel Drive,223,SIDI,4,Premium,0,0,0,0,Mercedes-Benz,SL450,0,0,Automatic 9-spd,Two Seaters,2020,,,Y,13.52318181818182,20,394,22,28,T,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.7,Rear-Wheel Drive,222,SIDI,4,Premium,0,0,0,0,Mercedes-Benz,SL550,0,0,Automatic 9-spd,Two Seaters,2020,,,Y,14.8755,17,434,20,25,T,4.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.0,4-Wheel Drive,421,SIDI; Mild Hybrid,4,Premium,0,0,0,0,Mercedes-Benz,GLS450 4matic,0,0,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,2020,,Hybrid,Y,14.167142857142858,19,428,21,23,T,4.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,8.0,3.8,All-Wheel Drive,46,SIDI,2,Premium,0,0,0,0,Maserati,Levante Trofeo,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,Y,19.834,14,579,15,18,T,2.0
1.0,-1.0,L3LEV160,California LEV-III LEV160,0.0,8.0,3.8,All-Wheel Drive,45,SIDI,2,Premium,0,0,0,0,Maserati,Levante GTS,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,Y,19.834,14,579,15,18,T,2.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,All-Wheel Drive,41,SIDI,3,Premium,0,0,0,0,Maserati,Levante,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,Y,17.500588235294117,15,520,17,21,T,3.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,All-Wheel Drive,40,SIDI,3,Premium,0,0,0,0,Maserati,Levante S,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,Y,17.500588235294117,15,520,17,21,T,3.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,4-Wheel Drive,62,,5,Diesel,0,0,0,0,Land Rover,Discovery,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2020,,Diesel,Y,15.530217391304348,21,447,23,26,T,4.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,6.0,3.0,4-Wheel Drive,61,SIDI,3,Premium,0,0,0,0,Land Rover,Discovery,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2020,,,Y,16.528333333333336,16,499,18,21,S,3.0
3.0,-1.0,L3ULEV125,California LEV-III ULEV125,0.0,8.0,5.7,All-Wheel Drive,540,,3,Midgrade,0,0,0,0,Jeep,Grand Cherokee 4WD,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,N,17.500588235294117,14,532,17,22,0,3.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.6,All-Wheel Drive,539,,4,Regular,0,0,0,0,Jeep,Grand Cherokee 4WD,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,Y,14.167142857142858,18,426,21,25,0,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,5.7,All-Wheel Drive,522,,3,Midgrade,0,0,0,0,Dodge,Durango AWD,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,N,17.500588235294117,14,532,17,22,0,3.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.6,All-Wheel Drive,521,,4,Regular,0,0,0,0,Dodge,Durango AWD,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,Y,14.167142857142858,18,426,21,25,0,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.4,All-Wheel Drive,774,SIDI,3,Premium,0,0,0,0,BMW,X7 M50i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2020,,,Y,17.500588235294117,15,510,17,21,T,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.4,All-Wheel Drive,772,SIDI,3,Premium,0,0,0,0,BMW,X7 xDrive50i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2020,,,Y,17.500588235294117,15,510,17,21,T,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.4,All-Wheel Drive,674,SIDI,3,Premium,0,0,0,0,BMW,X6 M50i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2020,,,Y,16.528333333333336,16,486,18,22,T,3.0
3.0,-1.0,L3ULEV125,California LEV-III ULEV125,0.0,8.0,4.4,All-Wheel Drive,574,SIDI,3,Premium,0,0,0,0,BMW,X5 M50i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2020,,,Y,16.528333333333336,16,486,18,22,T,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.4,All-Wheel Drive,572,SIDI,3,Premium,0,0,0,0,BMW,X5 xDrive50i,0,0,Automatic (S8),Standard Sport Utility Vehicle 4WD,2020,,,Y,16.528333333333336,16,486,18,22,T,3.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.6,Rear-Wheel Drive,546,,4,Regular,0,0,0,0,Jeep,Grand Cherokee 2WD,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,2020,,,Y,14.167142857142858,19,413,21,26,0,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,5.7,Rear-Wheel Drive,524,,3,Midgrade,0,0,0,0,Dodge,Durango RWD,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 2WD,2020,,,N,17.500588235294117,14,524,17,22,0,3.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,6.0,3.6,Rear-Wheel Drive,523,,4,Regular,0,0,0,0,Dodge,Durango RWD,0,0,Automatic 8-spd,Standard Sport Utility Vehicle 2WD,2020,,,Y,14.167142857142858,19,413,21,26,0,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,4.0,1.5,4-Wheel Drive,231,SIDI,5,Regular,0,0,0,0,Mitsubishi,Eclipse Cross 4WD,0,0,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,2020,,,N,11.9004,25,346,25,26,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,4-Wheel Drive,224,,5,Regular,0,0,0,0,Mitsubishi,Outlander Sport 4WD,0,0,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2020,,,N,11.442692307692308,23,343,26,29,0,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.6,4-Wheel Drive,536,,3,Regular,0,0,0,0,Jeep,Wrangler Unlimited 4WD,0,0,Manual 6-spd,Small Sport Utility Vehicle 4WD,2020,,,Y,15.65842105263158,17,458,19,23,0,3.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,4-Wheel Drive,533,SIDI,4,Regular,0,0,0,0,Jeep,Wrangler Unlimited 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2020,,,Y,14.167142857142858,21,422,21,22,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,4-Wheel Drive,532,SIDI; Mild Hybrid,4,Regular,0,0,0,0,Jeep,Wrangler Unlimited 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2020,,Hybrid,Y,14.167142857142858,21,413,21,22,T,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.6,4-Wheel Drive,531,,4,Regular,0,0,0,0,Jeep,Wrangler 4WD,0,0,Manual 6-spd,Small Sport Utility Vehicle 4WD,2020,,,Y,14.8755,17,445,20,25,0,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,4-Wheel Drive,528,SIDI,5,Regular,0,0,0,0,Jeep,Wrangler 4WD,0,0,Automatic 8-spd,Small Sport Utility Vehicle 4WD,2020,,,Y,12.935217391304349,22,387,23,24,T,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.5,All-Wheel Drive,19,SIDI,4,Regular,0,0,0,0,Honda,Pilot AWD,0,0,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2020,,,N,14.167142857142858,18,420,21,26,0,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.5,All-Wheel Drive,18,SIDI,4,Regular,0,0,0,0,Honda,Pilot AWD,0,0,Automatic (S9),Small Sport Utility Vehicle 4WD,2020,,,N,13.52318181818182,19,406,22,26,0,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.0,All-Wheel Drive,472,SIDI,5,Premium,0,0,0,0,BMW,X4 M40i,0,0,Automatic (S8),Small Sport Utility Vehicle 4WD,2020,,,Y,12.935217391304349,21,378,23,27,T,5.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.0,All-Wheel Drive,470,SIDI,5,Premium,0,0,0,0,BMW,X4 xDrive30i,0,0,Automatic (S8),Small Sport Utility Vehicle 4WD,2020,,,Y,11.9004,23,355,25,28,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,All-Wheel Drive,372,SIDI,5,Premium,0,0,0,0,BMW,X3 M40i,0,0,Automatic (S8),Small Sport Utility Vehicle 4WD,2020,,,Y,12.935217391304349,21,378,23,27,T,5.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,All-Wheel Drive,370,SIDI,5,Premium,0,0,0,0,BMW,X3 xDrive30i,0,0,Automatic (S8),Small Sport Utility Vehicle 4WD,2020,,,Y,11.442692307692308,24,344,26,29,T,5.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,4.0,2.0,Front-Wheel Drive,222,,6,Regular,0,0,0,0,Mitsubishi,Outlander Sport 2WD,0,0,Automatic (AV-S6),Small Sport Utility Vehicle 2WD,2020,,,N,11.018888888888888,24,330,27,30,0,6.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.5,Front-Wheel Drive,17,SIDI,4,Regular,0,0,0,0,Honda,Pilot FWD,0,0,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2020,,,N,13.52318181818182,19,404,22,27,0,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.5,Front-Wheel Drive,16,SIDI,5,Regular,0,0,0,0,Honda,Pilot FWD,0,0,Automatic (S9),Small Sport Utility Vehicle 2WD,2020,,,N,12.935217391304349,20,387,23,27,0,5.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,4.0,2.0,Front-Wheel Drive,69,SIDI,5,Premium,0,0,0,13,GMC,Terrain FWD,0,90,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2020,,,Y,12.39625,22,349,24,28,T,5.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,Rear-Wheel Drive,37,SIDI,3,Premium,0,0,0,19,Maserati,Quattroporte S,0,114,Automatic 8-spd,Large Cars,2020,,,Y,15.65842105263158,17,459,19,24,T,3.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,All-Wheel Drive,33,SIDI,3,Premium,0,0,0,19,Maserati,Quattroporte SQ4,0,114,Automatic 8-spd,Large Cars,2020,,,Y,16.528333333333336,16,483,18,23,T,3.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,8.0,3.8,Rear-Wheel Drive,30,SIDI,3,Premium,0,0,0,19,Maserati,Quattroporte GTS,0,114,Automatic 8-spd,Large Cars,2020,,,Y,17.500588235294117,15,516,17,22,T,3.0
3.0,-1.0,L3ULEV125,California LEV-III ULEV125,0.0,4.0,1.5,Front-Wheel Drive,15,SIDI,7,Premium,26,97,0,0,Honda,Civic 5Dr,0,0,Automatic (AV-S7),Large Cars,2020,,,N,9.2971875,29,278,32,35,T,7.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,1.5,Front-Wheel Drive,14,SIDI,8,Regular,26,97,0,0,Honda,Civic 5Dr,0,0,Automatic (variable gear ratios),Large Cars,2020,,,N,8.750294117647059,31,258,34,40,T,8.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,1.5,Front-Wheel Drive,13,SIDI,7,Premium,26,97,0,0,Honda,Civic 5Dr,0,0,Manual 6-spd,Large Cars,2020,,,N,9.2971875,29,273,32,37,T,7.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.6,Front-Wheel Drive,111,SIDI; FFV,4,Gasoline or E85,0,0,0,19,Chevrolet,Impala,0,105,Automatic (S6),Large Cars,2020,,FFV,N,17.51505681818182,32,807,38,48,0,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,6.0,3.6,Front-Wheel Drive,109,SIDI,4,Regular,0,0,0,19,Chevrolet,Impala,0,105,Automatic (S6),Large Cars,2020,,,N,13.52318181818182,19,405,22,28,0,4.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,6.0,3.6,All-Wheel Drive,103,SIDI,4,Regular,0,0,0,15,Cadillac,CT6 AWD,0,110,Automatic (S10),Large Cars,2020,,,Y,14.167142857142858,18,419,21,27,0,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.4,All-Wheel Drive,757,SIDI,4,Premium,0,0,0,14,BMW,Alpina B7,0,114,Automatic (S8),Large Cars,2020,,,Y,14.8755,17,449,20,25,T,4.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,All-Wheel Drive,150,SIDI,5,Premium,27,101,0,0,BMW,X1 xDrive28i,0,0,Automatic (S8),Large Cars,2020,,,Y,11.442692307692308,23,341,26,31,T,5.0
6.0,-1.0,L3ULEV50,California LEV-III ULEV50,0.0,4.0,2.0,All-Wheel Drive,86,SIDI,5,Premium,18,97,0,0,MINI,JCW Countryman All4,0,0,Automatic (S8),Midsize Cars,2020,,,Y,11.442692307692308,23,342,26,30,T,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,2.0,All-Wheel Drive,80,SIDI,5,Premium,18,92,0,0,MINI,John Cooper Works Clubman All4,0,0,Automatic (S8),Midsize Cars,2020,,,Y,11.442692307692308,23,338,26,31,T,5.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,All-Wheel Drive,62,SIDI,5,Premium,18,97,0,0,MINI,Cooper S Countryman All4,0,0,Automatic (S8),Midsize Cars,2020,,,Y,11.442692307692308,23,340,26,31,T,5.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,Front-Wheel Drive,50,SIDI,6,Premium,18,92,0,0,MINI,Cooper S Clubman,0,0,Automatic (AM-S7),Midsize Cars,2020,,,N,10.25896551724138,26,303,29,34,T,6.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,3.0,1.5,All-Wheel Drive,48,SIDI,6,Premium,18,97,0,0,MINI,Cooper Countryman All4,0,0,Automatic (S8),Midsize Cars,2020,,,N,11.018888888888888,24,321,27,33,T,6.0
5.0,-1.0,L3ULEV70,California LEV-III ULEV70,0.0,3.0,1.5,Front-Wheel Drive,38,SIDI,6,Premium,18,97,0,0,MINI,Cooper Countryman,0,0,Automatic (AM-S7),Midsize Cars,2020,,,Y,10.25896551724138,26,306,29,33,T,6.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.0,4-Wheel Drive,317,SIDI; Mild Hybrid,5,Premium,0,0,0,13,Mercedes-Benz,AMG E53 4matic Plus,0,97,Automatic 9-spd,Midsize Cars,2020,,Hybrid,Y,12.39625,21,369,24,28,0,5.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.5,4-Wheel Drive,310,SIDI,6,Regular,20,93,0,0,Mazda,3 5-Door 4WD,0,0,Automatic (S6),Midsize Cars,2020,,,N,11.018888888888888,24,327,27,32,0,6.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.5,Front-Wheel Drive,309,SIDI,7,Regular,20,93,0,0,Mazda,3 5-Door 2WD,0,0,Automatic (S6),Midsize Cars,2020,,,N,9.917,26,296,30,35,0,7.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.5,Front-Wheel Drive,308,SIDI,6,Regular,20,93,0,0,Mazda,3 5-Door 2WD,0,0,Manual 6-spd,Midsize Cars,2020,,,N,10.25896551724138,25,302,29,35,0,6.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,Rear-Wheel Drive,38,SIDI,3,Premium,0,0,0,10,Maserati,Ghibli S,0,108,Automatic 8-spd,Midsize Cars,2020,,,Y,15.65842105263158,17,459,19,24,T,3.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,Rear-Wheel Drive,36,SIDI,3,Premium,0,0,0,10,Maserati,Ghibli,0,108,Automatic 8-spd,Midsize Cars,2020,,,Y,15.65842105263158,17,459,19,24,T,3.0
1.0,-1.0,T3B160,Federal Tier 3 Bin 160,0.0,6.0,3.0,All-Wheel Drive,35,SIDI,3,Premium,0,0,0,10,Maserati,Ghibli SQ4,0,108,Automatic 8-spd,Midsize Cars,2020,,,Y,15.65842105263158,16,473,19,24,T,3.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.4,All-Wheel Drive,854,SIDI,4,Premium,0,0,16,0,BMW,M850i xDrive Gran Coupe,100,0,Automatic (S8),Midsize Cars,2020,,,Y,14.8755,17,449,20,25,T,4.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.0,All-Wheel Drive,810,SIDI,5,Premium,0,0,16,0,BMW,840i xDrive Gran Coupe,100,0,Automatic (S8),Midsize Cars,2020,,,Y,12.935217391304349,20,387,23,27,T,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.0,Rear-Wheel Drive,808,SIDI,5,Premium,0,0,16,0,BMW,840i Gran Coupe,100,0,Automatic (S8),Midsize Cars,2020,,,Y,12.39625,22,360,24,29,T,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.4,All-Wheel Drive,550,SIDI,4,Premium,0,0,0,14,BMW,M550i xDrive,0,99,Automatic (S8),Midsize Cars,2020,,,Y,14.8755,18,434,20,25,T,4.0
5.0,-1.0,T3B70,Federal Tier 3 Bin 70,0.0,6.0,3.0,All-Wheel Drive,541,SIDI,5,Premium,0,0,0,14,BMW,540i xDrive,0,99,Automatic (S8),Midsize Cars,2020,,,Y,11.9004,22,358,25,29,T,5.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.0,All-Wheel Drive,532,SIDI,6,Premium,0,0,0,14,BMW,530i xDrive,0,99,Automatic (S8),Midsize Cars,2020,,,Y,11.018888888888888,24,331,27,31,T,6.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,Rear-Wheel Drive,530,SIDI,6,Premium,0,0,0,14,BMW,530i,0,99,Automatic (S8),Midsize Cars,2020,,,Y,10.625357142857142,25,315,28,33,T,6.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,2.0,All-Wheel Drive,254,SIDI,5,Premium,21,94,0,0,BMW,X2 M35i,0,0,Automatic (S8),Midsize Cars,2020,,,Y,11.442692307692308,23,337,26,30,T,5.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,Front-Wheel Drive,252,SIDI,6,Premium,21,94,0,0,BMW,X2 sDrive28i,0,0,Automatic (S8),Midsize Cars,2020,,,Y,11.018888888888888,24,329,27,32,T,6.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,4.0,2.0,All-Wheel Drive,250,SIDI,6,Premium,21,94,0,0,BMW,X2 xDrive28i,0,0,Automatic (S8),Midsize Cars,2020,,,Y,11.018888888888888,24,331,27,31,T,6.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,6.0,3.5,All-Wheel Drive,12,SIDI; Hybrid,6,Premium,0,0,0,15,Acura,RLX Hybrid,0,102,Automatic (AM-S7),Midsize Cars,2020,,Hybrid,Y,10.625357142857142,28,315,28,29,0,6.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,6.0,3.5,Front-Wheel Drive,11,SIDI,5,Premium,0,0,0,15,Acura,RLX,0,102,Automatic (S10),Midsize Cars,2020,,,N,12.935217391304349,20,382,23,29,0,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.0,4-Wheel Drive,550,SIDI; Mild Hybrid,4,Premium,0,0,0,13,Mercedes-Benz,AMG GT 53 4matic Plus,0,96,Automatic 9-spd,Compact Cars,2020,,Hybrid,Y,14.167142857142858,19,424,21,24,0,4.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.0,4-Wheel Drive,351,SIDI; Mild Hybrid,5,Premium,0,0,0,12,Mercedes-Benz,CLS450 4matic,0,93,Automatic 9-spd,Compact Cars,2020,,Hybrid,Y,11.442692307692308,23,342,26,30,T,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.0,Rear-Wheel Drive,350,SIDI; Mild Hybrid,5,Premium,0,0,0,12,Mercedes-Benz,CLS450,0,93,Automatic 9-spd,Compact Cars,2020,,Hybrid,Y,11.442692307692308,24,333,26,31,T,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.0,4-Wheel Drive,320,SIDI; Mild Hybrid,5,Premium,0,0,0,12,Mercedes-Benz,AMG CLS53 4matic Plus,0,93,Automatic 9-spd,Compact Cars,2020,,Hybrid,Y,12.935217391304349,21,378,23,27,0,5.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.5,4-Wheel Drive,307,SIDI,6,Regular,0,0,0,13,Mazda,3 4-Door 4WD,0,93,Automatic (S6),Compact Cars,2020,,,N,10.625357142857142,25,312,28,33,0,6.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.0,All-Wheel Drive,304,SIDI,6,Premium,0,0,0,13,BMW,330i xDrive,0,94,Automatic (S8),Compact Cars,2020,,,Y,10.625357142857142,25,312,28,34,T,6.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,4.0,2.0,Front-Wheel Drive,84,SIDI,6,Premium,9,80,0,0,MINI,John Cooper Works Hardtop,0,0,Automatic (S8),Subcompact Cars,2020,,,N,10.25896551724138,26,304,29,34,T,6.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,4.0,2.0,Front-Wheel Drive,56,SIDI,7,Premium,9,84,0,0,MINI,Cooper S Hardtop 4 door,0,0,Automatic (AM-S7),Subcompact Cars,2020,,,N,9.917,26,296,30,35,T,7.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,4.0,2.0,Front-Wheel Drive,54,SIDI,7,Premium,9,80,0,0,MINI,Cooper S Hardtop 2 door,0,0,Automatic (AM-S7),Subcompact Cars,2020,,,N,9.917,26,296,30,35,T,7.0
7.0,-1.0,L3SULEV30,California LEV-III SULEV30,0.0,3.0,1.5,Front-Wheel Drive,34,SIDI,7,Premium,9,84,0,0,MINI,Cooper Hardtop 4 door,0,0,Automatic (AM-S7),Subcompact Cars,2020,,,Y,9.597096774193547,28,280,31,36,T,7.0
7.0,-1.0,T3B30,Federal Tier 3 Bin 30,0.0,3.0,1.5,Front-Wheel Drive,32,SIDI,7,Premium,9,80,0,0,MINI,Cooper Hardtop 2 door,0,0,Automatic (AM-S7),Subcompact Cars,2020,,,Y,9.597096774193547,28,280,31,36,T,7.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.0,4-Wheel Drive,141,SIDI; Mild Hybrid,5,Premium,0,0,9,0,Mercedes-Benz,AMG E53 4matic Plus Convertible,87,0,Automatic 9-spd,Subcompact Cars,2020,,Hybrid,Y,12.935217391304349,20,393,23,26,0,5.0
6.0,-1.0,T3B50,Federal Tier 3 Bin 50,0.0,6.0,3.0,4-Wheel Drive,133,SIDI; Mild Hybrid,5,Premium,0,0,10,0,Mercedes-Benz,AMG E53 4matic Plus Coupe,89,0,Automatic 9-spd,Subcompact Cars,2020,,Hybrid,Y,12.935217391304349,21,380,23,28,0,5.0
3.0,-1.0,T3B125,Federal Tier 3 Bin 125,0.0,8.0,4.4,All-Wheel Drive,852,SIDI,4,Premium,0,0,12,0,BMW,M850i xDrive Convertible,81,0,Automatic (S8),Subcompact Cars,2020,,,Y,14.8755,17,449,20,25,T,4.0
